Company Name,Company Type,Registered,Address,City,State,Country,NACE
ZARACK LIMITED,Ltd - Private Company Limited By Shares,26/01/2018,"Icon Accounting, Columba House ,Lakeshore Drive,Airside Retail Park, Swords, Co. Dublin",Dublin,Leinster,Ireland,[7022] Business And Other Management Consultancy Activities
SAVGIA LIMITED,Ltd - Private Company Limited By Shares,26/01/2018,"Icon Accounting, Columba House ,Lakeshore Drive,Airside Retail Park, Swords, Co. Dublin",Dublin,Leinster,Ireland,[7022] Business And Other Management Consultancy Activities
XENON CONSULTING LIMITED,Ltd - Private Company Limited By Shares,26/01/2018,"Icon Accounting, Columba House ,Lakeshore Drive,Airside Retail Park, Swords, Co. Dublin",Dublin,Leinster,Ireland,[7022] Business And Other Management Consultancy Activities
LIME ONLINE INTERNET SOLUTIONS LIMITED,Ltd - Private Company Limited By Shares,26/01/2018,"45 Olcovar, Dublin Road ,Shankill,Co Dublin D18 Vw18",Dublin,Leinster,Ireland,[8299] Other Business Support Service Activities N.E.C.
KEVIN STANLEY CONTRACTING LIMITED,Ltd - Private Company Limited By Shares,26/01/2018,"Lynwood House, Ballinteer Rd ,Dundrum, Dublin 16,Ireland",Dublin,Leinster,Ireland,[4120] Construction Of Residential And Non-Residential Buildings
MICAMONT LIMITED,Ltd - Private Company Limited By Shares,26/01/2018,"The Black Church, St. Mary'S Place ,Dublin D07 P4ax, ",Dublin,Leinster,Ireland,[6420] Activities Of Holding Companies
SAPPHIRELANE LIMITED,Ltd - Private Company Limited By Shares,26/01/2018,"Third Floor, Marine House ,Clanwilliam Place,Dublin 2",Dublin,Leinster,Ireland,[6420] Activities Of Holding Companies
MODUSBOX LIMITED,Ltd - Private Company Limited By Shares,26/01/2018,"3rd Floor, Kilmore House, Park Lane ,Spencer Dock,Dublin 1",Dublin,Leinster,Ireland,[5829] Other Software Publishing
SAVEPOINT STUDIOS LIMITED,Ltd - Private Company Limited By Shares,26/01/2018,"781 Sarto Park, Bayside ,Dublin 13, D13 P226",Dublin,Leinster,Ireland,[6209] Other Information Technology And Computer Service Activities
SIR MOUSE DESIGNATED ACTIVITY COMPANY,Dac - Designated Activity Company (Limited By Shares),26/01/2018,"Salty Dog Pictures Limited, 186 Barton Road East ,Dundrum, Dublin 14",Dublin,Leinster,Ireland,"[5911] Motion Picture, Video And Television Programme Production Activities"
YABBA DABBA DESIGNATED ACTIVITY COMPANY,Dac - Designated Activity Company (Limited By Shares),26/01/2018,"Salty Dog Pictures Limited, 186 Barton Road East ,Dundrum, Dublin 14",Dublin,Leinster,Ireland,"[5911] Motion Picture, Video And Television Programme Production Activities"
BOEING MOTOR COMPANY LIMITED,Ltd - Private Company Limited By Shares,26/01/2018,"Old Airport Road, Cloghran, Co. Dublin ",Dublin,Leinster,Ireland,[4511] Sale Of Cars And Light Motor Vehicles
RAY RYAN AVIATION SERVICES LIMITED,Ltd - Private Company Limited By Shares,26/01/2018,"53 Drimnagh Road, Drimnagh, Dublin 12 ",Dublin,Leinster,Ireland,[3316] Repair And Maintenance Of Aircraft And Spacecraft
DMD ALWAYS PRECISION PLUMBING LIMITED,Ltd - Private Company Limited By Shares,26/01/2018,"53 Castlefield Park, Clonsilla ,Dublin 15",Dublin,Leinster,Ireland,"[4322] Plumbing, Heat And Air-Conditioning Installation"
TECH WORLD CONNECT LIMITED,Ltd - Private Company Limited By Shares,26/01/2018,"13 Upper Liffey Street, Dublin 1 ",Dublin,Leinster,Ireland,[4778] Other Retail Sale Of New Goods In Specialised Stores
ACCESS HEALTH INFORMATION LIMITED,Ltd - Private Company Limited By Shares,26/01/2018,"Wingfield, 16 Castle Road ,Clontarf,Dublin 3",Dublin,Leinster,Ireland,[8621] General Medical Practice Activities
CRINIGAN MOTOR COMPANY LIMITED,Ltd - Private Company Limited By Shares,26/01/2018,"Lusk House, Station Road ,Lusk,Co. Dublin",Dublin,Leinster,Ireland,[4519] Sale Of Other Motor Vehicles
ELITE FLOORING LIMITED,Ltd - Private Company Limited By Shares,26/01/2018,"69 Abbeywood Avenue, Lucan ,Co. Dublin, ",Dublin,Leinster,Ireland,[4333] Floor And Wall Covering
PHONES CLINIC LIMITED,Ltd - Private Company Limited By Shares,26/01/2018,"27 Church Street, Dundalk ,Co. Louth, ",Dublin,Leinster,Ireland,[6190] Other Telecommunications Activities
PETRICHOR REAL ESTATE LIMITED,Ltd - Private Company Limited By Shares,26/01/2018,"85b Clontarf Road, Dublin 3 ",Dublin,Leinster,Ireland,[6832] Management Of Real Estate On A Fee Or Contract Basis
SOREZE DEVELOPMENTS LIMITED,Ltd - Private Company Limited By Shares,26/01/2018,"Commercial House, Millbank Business Park ,Lucan,Co. Dublin",Dublin,Leinster,Ireland,[4120] Construction Of Residential And Non-Residential Buildings
OAMIZ LIMITED,Ltd - Private Company Limited By Shares,26/01/2018,"8 South Great George'S Street, Dublin 2 ",Dublin,Leinster,Ireland,[7311] Advertising Agencies
LAZARO & HEML LIMITED,Ltd - Private Company Limited By Shares,26/01/2018,"Unit 1 The Old Post Office, Main Street ,Donabate,Co. Dublin",Dublin,Leinster,Ireland,[7022] Business And Other Management Consultancy Activities
EURO INVESTCO PPP IRELAND GP LIMITED,Ltd - Private Company Limited By Shares,26/01/2018,"Macquarie, Connaught House ,1 Burlington Road,Dublin 4",Dublin,Leinster,Ireland,"[6499] Other Financial Service Activities, Except Insurance And Pension Funding N.E.C."
MACQUARIE COMMODITIES TRADING (IRELAND) LIMITED,Ltd - Private Company Limited By Shares,26/01/2018,"First Floor, Connaught House ,1 Burlington Road,Dublin 4",Dublin,Leinster,Ireland,"[6499] Other Financial Service Activities, Except Insurance And Pension Funding N.E.C."
ACTION XTRM DISTRIBUTION LIMITED,Ltd - Private Company Limited By Shares,26/01/2018,"18a Redleaf Business Park, Turvey Avenue ,Donabate,Co Dublin",Dublin,Leinster,Ireland,[9411] Activities Of Business And Employers Membership Organisations
EVEREST ADVENTURE TRAVEL LIMITED,Ltd - Private Company Limited By Shares,26/01/2018,"109 The Pines, Herbert Park Lane ,Ballsbridge,Dublin 4",Dublin,Leinster,Ireland,[7911] Travel Agency Activities
ZAMAL INTERIOR DESIGN LIMITED,Ltd - Private Company Limited By Shares,29/01/2018,"The Black Church, St. Mary'S Place ,Dublin D07 P4ax, ",Dublin,Leinster,Ireland,[7410] Specialised Design Activities
BIOSYNERGY LIMITED,Ltd - Private Company Limited By Shares,29/01/2018,"The Black Church, St. Mary'S Place ,Dublin D07 P4ax, ",Dublin,Leinster,Ireland,[4645] Wholesale Of Perfume And Cosmetics
R&S HAIR CONSULTANTS IRELAND LIMITED,Ltd - Private Company Limited By Shares,29/01/2018,"Priorsgate, 2 Main Street ,Tallaght, Dublin 24, ",Dublin,Leinster,Ireland,[9602] Hairdressing And Other Beauty Treatment
TECHNIMBLE LIMITED,Ltd - Private Company Limited By Shares,29/01/2018,"Parkgate, 22 The Park, Kingswood Heights ,Dublin 24, ",Dublin,Leinster,Ireland,[7022] Business And Other Management Consultancy Activities
VISUAL EFFECTS ASSOCIATION OF IRELAND COMPANY LIMITED BY GUARANTEE,Clg - Company Limited By Guarantee,29/01/2018,"31 Upper Mount Street, Dublin 2 ",Dublin,Leinster,Ireland,"[7490] Other Professional, Scientific And Technical Activities N.E.C."
BEAR HOLDINGS & DEVELOPMENTS LIMITED,Ltd - Private Company Limited By Shares,29/01/2018,"25 Griffeen Glen Vale, Lucan ,Co. Dublin, ",Dublin,Leinster,Ireland,[6420] Activities Of Holding Companies
HOUZZAR LIMITED,Ltd - Private Company Limited By Shares,29/01/2018,"Unit 20b, Beckett Way ,Park West Business Park,Dublin 12",Dublin,Leinster,Ireland,"[7490] Other Professional, Scientific And Technical Activities N.E.C."
MARKET STREET CONSULTANTS LIMITED,Ltd - Private Company Limited By Shares,29/01/2018,"Office 29, Clifton House, Fitzwilliam Street Lower ,Dublin 2, ",Dublin,Leinster,Ireland,[7022] Business And Other Management Consultancy Activities
BALLSY FOOD LIMITED,Ltd - Private Company Limited By Shares,29/01/2018,"Apartment 57, Booterstown Wood ,Booterstown Avenue,Booterstown, Blackrock, Co. Dublin",Dublin,Leinster,Ireland,[5610] Restaurants And Mobile Food Service Activities
CAREY AVIATION MANAGEMENT LIMITED,Ltd - Private Company Limited By Shares,29/01/2018,"139 Belmont Park, Raheny ,Dublin 5, ",Dublin,Leinster,Ireland,"[7490] Other Professional, Scientific And Technical Activities N.E.C."
INFINITE INTERNATIONAL TRANSPORT LIMITED,Ltd - Private Company Limited By Shares,29/01/2018,"41 Hayworth Terrace, Ongar Park ,Dublin 15, ",Dublin,Leinster,Ireland,[4941] Freight Transport By Road
MARTINA YOUNG CATERING CONSULTANCY LIMITED,Ltd - Private Company Limited By Shares,29/01/2018,"13 Classon House, Dundrum Business Park ,Dundrum, D14x9f9",Dublin,Leinster,Ireland,[7022] Business And Other Management Consultancy Activities
INDIAN SPICE RESTAURANT LIMITED,Ltd - Private Company Limited By Shares,29/01/2018,"Apt 1, 567 North Circular Road ,Dublin 1, ",Dublin,Leinster,Ireland,[5610] Restaurants And Mobile Food Service Activities
OFFICELOCATOR IRELAND ONLINE PROPERTY PLATFORM LIMITED,Ltd - Private Company Limited By Shares,29/01/2018,"Unit 2 Aspen Court, Cornelscourt ,Dublin 18, ",Dublin,Leinster,Ireland,[7022] Business And Other Management Consultancy Activities
MSLV LIPS HAIR AND BEAUTY LIMITED,Ltd - Private Company Limited By Shares,29/01/2018,"4 Castlegrange Grove, Clonee ,Dublin 15, ",Dublin,Leinster,Ireland,[9602] Hairdressing And Other Beauty Treatment
SIOBHAN PROUT IPC TRAINING LIMITED,Ltd - Private Company Limited By Shares,29/01/2018,"27 Castle Cove, Malahide ,Co. Dublin, ",Dublin,Leinster,Ireland,[8690] Other Human Health Activities
AIRGEAD AISLING LIMITED,Ltd - Private Company Limited By Shares,29/01/2018,"6 Warrenstown Close, Blanchardstown ,Dublin 15, ",Dublin,Leinster,Ireland,[3240] Manufacture Of Games And Toys
OLGA KRUSH-WHITE TRANSLATION LIMITED,Ltd - Private Company Limited By Shares,29/01/2018,"Apartment 14, Spruce ,Grattan Wood,The Hole In The Wall Road, Dublin 13",Dublin,Leinster,Ireland,[7430] Translation And Interpretation Activities
PML ADVISORY LIMITED,Ltd - Private Company Limited By Shares,29/01/2018,"Apartment 78, The Lansdowne Block ,Pembroke Square,Grand Canal Street Upper, Dublin 4",Dublin,Leinster,Ireland,[7022] Business And Other Management Consultancy Activities
LESS IS MORE WEB DEVELOPMENT LIMITED,Ltd - Private Company Limited By Shares,29/01/2018,"Apartment 35, Temple Place ,Grenville Street,Dublin 1",Dublin,Leinster,Ireland,[6209] Other Information Technology And Computer Service Activities
KILSTIFFAN HOLDINGS LIMITED,Ltd - Private Company Limited By Shares,29/01/2018,"Unit 12, Tolka Valley Business Park, Ballyboggan Road ,Finglas,Dublin 11",Dublin,Leinster,Ireland,[8211] Combined Office Administrative Service Activities
ONESPOT TECHNOLOGY INVESTMENT LIMITED,Ltd - Private Company Limited By Shares,29/01/2018,"Fitzwilliam Business Centre, Suite 106 ,77 Sir John Rogerson'S Quay,Dublin 2",Dublin,Leinster,Ireland,[6420] Activities Of Holding Companies
AMUROL EUROPE LIMITED,Ltd - Private Company Limited By Shares,29/01/2018,"188, Ivy Exchange Granby Place, Parnell Street ,Dublin 1, ",Dublin,Leinster,Ireland,[8299] Other Business Support Service Activities N.E.C.
BCC PORTFOLIO GROUP (IRELAND) LIMITED,Ltd - Private Company Limited By Shares,29/01/2018,"32, Molesworth Street,, Dublin 2",Dublin,Leinster,Ireland,"[6499] Other Financial Service Activities, Except Insurance And Pension Funding N.E.C."
ARBORETUM PROPERTY LIMITED,Ltd - Private Company Limited By Shares,29/01/2018,"88 Harcourt Street, Dublin 2 ,D02 Dk18",Dublin,Leinster,Ireland,[6420] Activities Of Holding Companies
MPM SPECIALIST VEHICLES (IRL) LIMITED,Ltd - Private Company Limited By Shares,29/01/2018,"Rsm Ireland, Trinity House ,Charleston Road,Ranelagh, Dublin 6",Dublin,Leinster,Ireland,[4519] Sale Of Other Motor Vehicles
CUPRITECOVE LIMITED,Ltd - Private Company Limited By Shares,29/01/2018,"The Crescent Building, Northwood Business Park ,Santry,Dublin 9",Dublin,Leinster,Ireland,[6420] Activities Of Holding Companies
HOWLITEMONT LIMITED,Ltd - Private Company Limited By Shares,29/01/2018,"5 Stocking Wood Walk, Stocking Avenue ,Rathfarnham,Dublin 16",Dublin,Leinster,Ireland,[6420] Activities Of Holding Companies
FORMATIONSBUDDY LIMITED,Ltd - Private Company Limited By Shares,29/01/2018,"24 Baggot Street Lower, Dublin 2 ",Dublin,Leinster,Ireland,[7022] Business And Other Management Consultancy Activities
MAZE STUDIOS - SOFTWARE SOLUTIONS AND COMPUTER ANIMATION LIMITED,Ltd - Private Company Limited By Shares,29/01/2018,"Unit 1, Block D Butlers Court ,77 Sir John Rogerson'S Quay,Dublin 2",Dublin,Leinster,Ireland,[6202] Computer Consultancy Activities
XLR8 LIFESTYLE LIMITED,Ltd - Private Company Limited By Shares,29/01/2018,"Kandoy House, 2 Fairview Strand ,Dublin 3, ",Dublin,Leinster,Ireland,[2611] Manufacture Of Electronic Components
SCATON LIMITED,Ltd - Private Company Limited By Shares,29/01/2018,"Flat 2, 2 Saint Pappin Road ,Glasnevin,Dublin 11",Dublin,Leinster,Ireland,[7219] Other Research And Experimental Development On Natural Sciences And Engineering
CRACKED NUT LIMITED,Ltd - Private Company Limited By Shares,29/01/2018,"71 Camden Street Lower, Dublin 2 ",Dublin,Leinster,Ireland,[5629] Other Food Service Activities
SEHAT CRUISES LIMITED,Ltd - Private Company Limited By Shares,29/01/2018,"13 Harcourt Street, Dublin 2 ",Dublin,Leinster,Ireland,[9329] Other Amusement And Recreation Activities
CLIFDEN AVIATION 5 LIMITED,Ltd - Private Company Limited By Shares,29/01/2018,"2 Grand Canal Square, Dublin 2 ",Dublin,Leinster,Ireland,[7735] Renting And Leasing Of Air Transport Equipment
BABY AND ME LIMITED,Ltd - Private Company Limited By Shares,29/01/2018,"The Penthouse, 134/135 Baggot Street Lower ,Dublin 2, ",Dublin,Leinster,Ireland,[8690] Other Human Health Activities
SWEET PLANET LIMITED,Ltd - Private Company Limited By Shares,29/01/2018,"230 Pace Road, Littlepace ,Co. Dublin, ",Dublin,Leinster,Ireland,[5629] Other Food Service Activities
EAST REVERSE PRODUCTIONS LIMITED,Ltd - Private Company Limited By Shares,29/01/2018,"Apartment 65, Newmarket Square ,Ward'S Hill,Dublin 8",Dublin,Leinster,Ireland,[5819] Other Publishing Activities
PAULA MCCARTHY NURSING LEGAL SERVICES LIMITED,Ltd - Private Company Limited By Shares,29/01/2018,"The Gables, Torquay Road ,Foxrock, Dublin",Dublin,Leinster,Ireland,[7022] Business And Other Management Consultancy Activities
D. WALDRON PROJECT CONSULTANCY LIMITED,Ltd - Private Company Limited By Shares,29/01/2018,"49 Chapel Farm Avenue, Lusk ,Co. Dublin, ",Dublin,Leinster,Ireland,[7022] Business And Other Management Consultancy Activities
AZB FUNDING 9 LIMITED,Ltd - Private Company Limited By Shares,29/01/2018,"32, Molesworth Street,, Dublin 2",Dublin,Leinster,Ireland,"[6499] Other Financial Service Activities, Except Insurance And Pension Funding N.E.C."
ABUNDANCE BRINGERS LIMITED,Ltd - Private Company Limited By Shares,29/01/2018,"8-9 Marino Mart, Fairview ,Clontarf,Dublin 3",Dublin,Leinster,Ireland,[4791] Retail Sale Via Mail Order Houses Or Via Internet
PURAMTECH SOFTWARE LIMITED,Ltd - Private Company Limited By Shares,29/01/2018,"3 Mount Garrett Park, Tyrrelstown ,Dublin 15",Dublin,Leinster,Ireland,[6201] Computer Programming Activities
OFFICE OF SUSTAINABLE DESIGN LIMITED,Ltd - Private Company Limited By Shares,29/01/2018,"Third Floor, 121-122 Capel Street ,Dublin 1, D01 V3po",Dublin,Leinster,Ireland,[7410] Specialised Design Activities
ACS AVIATION HOLDINGS LIMITED,Ltd - Private Company Limited By Shares,29/01/2018,"12 Merrion Square, Dublin 2 ,Ireland",Dublin,Leinster,Ireland,[6420] Activities Of Holding Companies
LAUREATE FILM PRODUCTIONS DESIGNATED ACTIVITY COMPANY,Dac - Designated Activity Company Limited By Shares (Licenced Company),29/01/2018,"28 South Frederick Street, Dublin 2 ",Dublin,Leinster,Ireland,"[5911] Motion Picture, Video And Television Programme Production Activities"
NAUTILUS DATA TECHNOLOGIES IRELAND LIMITED,Ltd - Private Company Limited By Shares,29/01/2018,"6th Floor, 2 Grand Canal Square , Dublin 2 ",Dublin,Leinster,Ireland,[6209] Other Information Technology And Computer Service Activities
VICARIOUS VICTORY LIMITED,Ltd - Private Company Limited By Shares,29/01/2018,"8-9 Marino Mart, Fairview ,Clontarf,Dublin 3",Dublin,Leinster,Ireland,[6201] Computer Programming Activities
YHT TRADITIONAL CULTURE EDUCATION LIMITED,Ltd - Private Company Limited By Shares,29/01/2018,"1 Martello Lodge, Martello Road ,Balbriggan,Co. Dublin",Dublin,Leinster,Ireland,[8560] Educational Support Activities
WHW BROTHERS FOCUS LIMITED,Ltd - Private Company Limited By Shares,29/01/2018,"Unit 106, Lagan Road ,Dublin Industrial Estate,Glasnevin, Dublin 11",Dublin,Leinster,Ireland,[9200] Gambling And Betting Activities
FALLON AND BYRNE ASHGROVE LIMITED,Ltd - Private Company Limited By Shares,29/01/2018,"4 The Concourse, Beacon Court ,Dublin 18",Dublin,Leinster,Ireland,[5610] Restaurants And Mobile Food Service Activities
OCUGEN LIMITED,Ltd - Private Company Limited By Shares,29/01/2018,"10 Earlsfort Terrace, Dublin 2 , D02 T380",Dublin,Leinster,Ireland,[6420] Activities Of Holding Companies
DIGITAL ROCKET LIMITED,Ltd - Private Company Limited By Shares,29/01/2018,"26 Temple Gardens, Santry ,Dublin, D09",Dublin,Leinster,Ireland,[6399] Other Information Service Activities N.E.C.
DE ANCHOR BAR LIMITED,Ltd - Private Company Limited By Shares,29/01/2018,"536/538 South Circular Road, Dublin 8 ",Dublin,Leinster,Ireland,[5630] Beverage Serving Activities
SLUA IT CONSULTANTS LIMITED,Ltd - Private Company Limited By Shares,29/01/2018,"28 Somerton, Donabate ,Co. Dublin",Dublin,Leinster,Ireland,[7022] Business And Other Management Consultancy Activities
LITEPLAN FM LIMITED,Ltd - Private Company Limited By Shares,29/01/2018,"41 College Square, Wainsfort Manor Drive ,Terenure,Dublin 6w",Dublin,Leinster,Ireland,[9609] Other Personal Service Activities N.E.C.
BRISMY LIMITED,Ltd - Private Company Limited By Shares,29/01/2018,"8-9 Marino Mart, Fairview ,Clontarf,Dublin 3 Ireland",Dublin,Leinster,Ireland,[4777] Retail Sale Of Watches And Jewellery In Specialised Stores
"MCELVANEY, BRODY PROFESSIONAL DEVELOPMENT LIMITED",Ltd - Private Company Limited By Shares,29/01/2018,"24 Terenure Road East, Rathgar ,Dublin 6, ",Dublin,Leinster,Ireland,[7830] Other Human Resources Provision
BRYERS INTERNATIONAL LAW LIMITED,Ltd - Private Company Limited By Shares,29/01/2018,"Alexandra House, The Sweepstake ,Ballsbridge,Dublin, Do4 C7h2",Dublin,Leinster,Ireland,"[7490] Other Professional, Scientific And Technical Activities N.E.C."
MANEVO LIMITED,Ltd - Private Company Limited By Shares,29/01/2018,"31 Avondale Avenue, Phibsborough, Dublin 7",Dublin,Leinster,Ireland,[7022] Business And Other Management Consultancy Activities
BALTIC REFRIGERATION LIMITED,Ltd - Private Company Limited By Shares,29/01/2018,"43 Fairways, Donabate ,Co. Dublin",Dublin,Leinster,Ireland,[7112] Engineering Activities And Related Technical Consultancy
KKR-JESSELTON HIF CREDIT PARTNERS II DESIGNATED ACTIVITY COMPANY,Dac - Designated Activity Company (Limited By Shares),29/01/2018,"32 Molesworth Street, Dublin 2",Dublin,Leinster,Ireland,"[6499] Other Financial Service Activities, Except Insurance And Pension Funding N.E.C."
FREQUENCY COMMUNICATIONS LIMITED,Ltd - Private Company Limited By Shares,29/01/2018,"76 The Dunes, Portmarnock, Co. Dublin",Dublin,Leinster,Ireland,[6120] Wireless Telecommunications Activities
"GY AVIATION LEASE 1802 CO., LIMITED",Ltd - Private Company Limited By Shares,29/01/2018,"Fourth Floor, 3 George'S Dock ,I.F.S.C, Dublin 1",Dublin,Leinster,Ireland,[7735] Renting And Leasing Of Air Transport Equipment
"GY AVIATION LEASE 1803 CO., LIMITED",Ltd - Private Company Limited By Shares,29/01/2018,"Fourth Floor, 3 George'S Dock ,I.F.S.C, Dublin 1",Dublin,Leinster,Ireland,[7735] Renting And Leasing Of Air Transport Equipment
"GY AVIATION LEASE 1804 CO., LIMITED",Ltd - Private Company Limited By Shares,29/01/2018,"Fourth Floor, 3 George'S Dock ,I.F.S.C, Dublin 1",Dublin,Leinster,Ireland,[7735] Renting And Leasing Of Air Transport Equipment
"GY AVIATION LEASE 1805 CO., LIMITED",Ltd - Private Company Limited By Shares,29/01/2018,"Fourth Floor, 3 George'S Dock ,I.F.S.C, Dublin 1",Dublin,Leinster,Ireland,[7735] Renting And Leasing Of Air Transport Equipment
"GY AVIATION LEASE 1806 CO., LIMITED",Ltd - Private Company Limited By Shares,29/01/2018,"Fourth Floor, 3 George'S Dock ,I.F.S.C, Dublin 1",Dublin,Leinster,Ireland,[7735] Renting And Leasing Of Air Transport Equipment
"GY AVIATION LEASE 1807 CO., LIMITED",Ltd - Private Company Limited By Shares,29/01/2018,"Fourth Floor, 3 George'S Dock ,I.F.S.C, Dublin 1",Dublin,Leinster,Ireland,[7735] Renting And Leasing Of Air Transport Equipment
"GY AVIATION LEASE 1808 CO., LIMITED",Ltd - Private Company Limited By Shares,29/01/2018,"Fourth Floor, 3 George'S Dock ,I.F.S.C, Dublin 1",Dublin,Leinster,Ireland,[7735] Renting And Leasing Of Air Transport Equipment
HFR OPPORTUNITIES DESIGNATED ACTIVITY COMPANY,Dac - Designated Activity Company (Limited By Shares),29/01/2018,"Second Floor, 5 Harbourmaster Place ,Ifsc, Dublin 1",Dublin,Leinster,Ireland,[6612] Security And Commodity Contracts Brokerage
CHARLOTTE HONEYPARK OWNERS' MANAGEMENT COMPANY LIMITED BY GUARANTEE,Clg - Company Limited By Guarantee,29/01/2018,"15 Hogan Place, Dublin 2 ,D02 Dk23",Dublin,Leinster,Ireland,[6832] Management Of Real Estate On A Fee Or Contract Basis
LEONA HONEYPARK OWNERS' MANAGEMENT COMPANY LIMITED BY GUARANTEE,Clg - Company Limited By Guarantee,29/01/2018,"15hogan Place, Dublin 2 ,D02 Dk23",Dublin,Leinster,Ireland,[6832] Management Of Real Estate On A Fee Or Contract Basis
BALDOYLE PARK HOUSE OWNERS' MANAGEMENT COMPANY LIMITED BY GUARANTEE,Clg - Company Limited By Guarantee,29/01/2018,"8 Sandford Road, Ranelagh ,Dublin 6",Dublin,Leinster,Ireland,[6832] Management Of Real Estate On A Fee Or Contract Basis
JUNGLELAND HOLDINGS LIMITED,Ltd - Private Company Limited By Shares,29/01/2018,"17 Cardy Rock Crescent, Balbriggan ,Co. Dublin",Dublin,Leinster,Ireland,"[4615] Agents Involved In The Sale Of Furniture, Household Goods, Hardware And Ironmongery"
RINGSIDE PRODUCTIONS DESIGNATED ACTIVITY COMPANY,Dac - Designated Activity Company (Limited By Shares),29/01/2018,"32 Lombard Street East, Dublin 2 ",Dublin,Leinster,Ireland,"[5911] Motion Picture, Video And Television Programme Production Activities"
"GY AVIATION LEASE 1801 CO., LIMITED",Ltd - Private Company Limited By Shares,29/01/2018,"Fourth Floor, 3 George'S Dock ,I.F.S.C, Dublin 1",Dublin,Leinster,Ireland,[7735] Renting And Leasing Of Air Transport Equipment
MBM TALENT DIRECT LIMITED,Ltd - Private Company Limited By Shares,29/01/2018,"Suite 9906, Unite 1,, 77 Sir John Rogerson'S Quay, ,Dublin 2, Ireland, D02 F291",Dublin,Leinster,Ireland,[7810] Activities Of Employment Placement Agencies
BLAZING PITS LIMITED,Ltd - Private Company Limited By Shares,29/01/2018,"The Cottage, Glassamucky ,Bohernabreena,Dublin 24",Dublin,Leinster,Ireland,[2511] Manufacture Of Metal Structures And Parts Of Structures
NEW CORRIG GLEN HOMES OWNERS' MANAGEMENT COMPANY LIMITED BY GUARANTEE,Clg - Company Limited By Guarantee,29/01/2018,"32 Russell Court, Feltrim Road ,Swords,Co. Dublin",Dublin,Leinster,Ireland,[6832] Management Of Real Estate On A Fee Or Contract Basis
NZUKO ABIA IRELAND,Clg - Company Limited By Guarantee (Licenced Company),29/01/2018,"101 Cian Lea, Swords ,Co. Dublin, ",Dublin,Leinster,Ireland,[8899] Other Social Work Activities Without Accommodation N.E.C.
J.D PREMIER PROPERTY LIMITED,Ltd - Private Company Limited By Shares,29/01/2018,"20 Cedar Park, Ridgewood ,Swords,Co Dublin, K67 X576",Dublin,Leinster,Ireland,[6820] Renting And Operating Of Own Or Leased Real Estate
EXPORT CONSULTING EXPERT LIMITED,Ltd - Private Company Limited By Shares,30/01/2018,"Kandoy House, 2 Fairview Strand ,Fairview, Dublin 3",Dublin,Leinster,Ireland,[4619] Agents Involved In The Sale Of A Variety Of Goods
GC MOTOR SERVICING LIMITED,Ltd - Private Company Limited By Shares,30/01/2018,"136 Meadow Grove, Dundrum ,Dublin 16, ",Dublin,Leinster,Ireland,[4520] Maintenance And Repair Of Motor Vehicles
SKY AIRCRAFT B40699 LIMITED,Ltd - Private Company Limited By Shares,30/01/2018,"Matheson, Block A Riverside Iv ,70 Sir John Rogerson'S Quay, Dublin 2",Dublin,Leinster,Ireland,[7735] Renting And Leasing Of Air Transport Equipment
BALLYOWEN CASTLE YOUTH & COMMUNITY CENTRE COMPANY LIMITED BY GUARANTEE,Clg - Company Limited By Guarantee,30/01/2018,"Ballyowen Community Centre, Ballyowen ,Lucan, Co. Dublin",Dublin,Leinster,Ireland,[9499] Activities Of Other Membership Organisations N.E.C.
LOOCEVILLE COURT & HOUSE OWNERS' MANAGEMENT COMPANY LIMITED BY GUARANTEE,Clg - Company Limited By Guarantee,30/01/2018,"44 Wainsfort Cresent, Terenure ,Dublin 6w",Dublin,Leinster,Ireland,[6832] Management Of Real Estate On A Fee Or Contract Basis
STATES OF SUCCESS LIMITED,Ltd - Private Company Limited By Shares,30/01/2018,"11 Wellington Cottages, Templeogue ,Dublin 6w",Dublin,Leinster,Ireland,[7022] Business And Other Management Consultancy Activities
SWIFT SCAN LIMITED,Ltd - Private Company Limited By Shares,30/01/2018,"29 Fitzwilliam Street Upper, Dublin 2 ",Dublin,Leinster,Ireland,[8622] Specialist Medical Practice Activities
URBAN VENTURES LIMITED,Ltd - Private Company Limited By Shares,30/01/2018,"50a Rosemount Park Drive, Rosemount Business Park ,Ballycoolin,Dublin 11",Dublin,Leinster,Ireland,[7022] Business And Other Management Consultancy Activities
KESTREL HORIZON LIMITED,Ltd - Private Company Limited By Shares,30/01/2018,"50a Rosemount Park Drive, Rosemount Business Park ,Ballycoolin,Dublin 11",Dublin,Leinster,Ireland,[7022] Business And Other Management Consultancy Activities
ROYAL PAPILLON LIMITED,Ltd - Private Company Limited By Shares,30/01/2018,"50a Rosemount Park Drive, Rosemount Business Park ,Ballycoolin,Dublin 11",Dublin,Leinster,Ireland,[7022] Business And Other Management Consultancy Activities
EPG CARGO CARE LIMITED,Ltd - Private Company Limited By Shares,30/01/2018,"The Black Church, St. Mary'S Place ,Dublin D07 P4ax, ",Dublin,Leinster,Ireland,[5224] Cargo Handling
PROTOCOL CARS LIMITED,Ltd - Private Company Limited By Shares,30/01/2018,"1 The Crescent, Spa Hotel Grounds ,Lucan,Co. Dublin",Dublin,Leinster,Ireland,[4511] Sale Of Cars And Light Motor Vehicles
